"","continent_level","date","cases","new_cases","deaths","new_deaths","weeks_since_death10","weeks_since_case100","continent","pop","cases_per_million","new_cases_per_million","deaths_per_million","new_deaths_per_million"
"827","South America",2022-04-03,56128647,220537,1288664,2565,107,107,"South America",4.2e+08,133639.6,525.1,3068.2,6.1
"828","South America",2022-04-10,56331206,202559,1290479,1815,108,108,"South America",4.2e+08,134121.9,482.3,3072.6,4.3
"829","South America",2022-04-17,56467600,136394,1291794,1315,109,109,"South America",4.2e+08,134446.7,324.7,3075.7,3.1
"830","South America",2022-04-24,56591300,123700,1292872,1078,110,110,"South America",4.2e+08,134741.2,294.5,3078.3,2.6
"831","South America",2022-05-01,56745038,153738,1294441,1569,111,111,"South America",4.2e+08,135107.2,366,3082,3.7
"832","South America",2022-05-08,56896566,151528,1295357,916,112,112,"South America",4.2e+08,135468,360.8,3084.2,2.2
"833","South America",2022-05-15,57094508,197942,1296421,1064,113,113,"South America",4.2e+08,135939.3,471.3,3086.7,2.5
"834","South America",2022-05-22,57296347,201839,1297367,946,114,114,"South America",4.2e+08,136419.9,480.6,3089,2.3
"835","South America",2022-05-29,57581923,285576,1298233,866,115,115,"South America",4.2e+08,137099.8,679.9,3091,2.1
"836","South America",2022-06-05,57892297,310374,1299096,863,116,116,"South America",4.2e+08,137838.8,739,3093.1,2.1
"837","South America",2022-06-12,58320033,427736,1300508,1412,117,117,"South America",4.2e+08,138857.2,1018.4,3096.4,3.4
"838","South America",2022-06-19,58659601,339568,1301474,966,118,118,"South America",4.2e+08,139665.7,808.5,3098.7,2.3
"839","South America",2022-06-26,59221967,562366,1303419,1945,119,119,"South America",4.2e+08,141004.7,1339,3103.4,4.6
"840","South America",2022-07-03,59854218,632251,1305596,2177,120,120,"South America",4.2e+08,142510,1505.4,3108.6,5.2
"841","South America",2022-07-10,60457164,602946,1307944,2348,121,121,"South America",4.2e+08,143945.6,1435.6,3114.2,5.6
"842","South America",2022-07-17,61100231,643067,1310402,2458,122,122,"South America",4.2e+08,145476.7,1531.1,3120,5.9
"843","South America",2022-07-24,61672951,572720,1312952,2550,123,123,"South America",4.2e+08,146840.4,1363.6,3126.1,6.1
"844","South America",2022-07-31,62173787,500836,1315507,2555,124,124,"South America",4.2e+08,148032.8,1192.5,3132.2,6.1
"845","South America",2022-08-07,62585582,411795,1317977,2470,125,125,"South America",4.2e+08,149013.3,980.5,3138,5.9
"846","South America",2022-08-14,62910451,324869,1320204,2227,126,126,"South America",4.2e+08,149786.8,773.5,3143.3,5.3
"847","South America",2022-08-21,63196461,286010,1322262,2058,127,127,"South America",4.2e+08,150467.8,681,3148.2,4.9
"848","South America",2022-08-28,63421603,225142,1324076,1814,128,128,"South America",4.2e+08,151003.8,536.1,3152.6,4.3
